URL,host,path,Length_of_url,Length_of_host,No_of_dots,avg_token_length,token_count,largest_token,avg_domain_token_length,domain_token_count,largest_domain,avg_path_token,path_token_count,largest_path,sec_sen_word_cnt,IPaddress_presence,Unicode_presence,No_of_delim,Hyphen_presence,At_presence,SubDir_presence,ASNno,malicious
//ruiyangcn.com,ruiyangcn.com,,15,13,1,6.0,2,9,6.0,2,9,0,0,0,0,0,0,0,0,0,2,-1,1
//zkic.com,zkic.com,,10,8,1,3.5,2,4,3.5,2,4,0,0,0,0,0,0,0,0,0,2,-1,1
//adserving.favorit-network.com/eas?camp=19320;cre=mu&grpid=1738&tag_id=618&nums=FGApbjFAAA,adserving.favorit-network.com,/eas,91,29,2,5.0,15,10,6.5,4,9,3.0,1,3,0,0,0,11,1,0,3,47846,1
//cracks.vg/d1.php,cracks.vg,/d1.php,18,9,2,3.25,4,6,4.0,2,6,2.5,2,3,0,0,0,0,0,0,3,-1,1
//juicypussyclips.com,juicypussyclips.com,,21,19,1,9.0,2,15,9.0,2,15,0,0,0,0,0,0,0,0,0,2,47846,1
//nuptialimages.com,nuptialimages.com,,19,17,1,8.0,2,13,8.0,2,13,0,0,0,0,0,0,0,0,0,2,51852,1
//andysgame.com,andysgame.com,,15,13,1,6.0,2,9,6.0,2,9,0,0,0,0,0,0,0,0,0,2,-1,1
//bezproudoff.cz,bezproudoff.cz,,16,14,1,6.5,2,11,6.5,2,11,0,0,0,0,0,0,0,0,0,2,43541,1
//ceskarepublika.net,ceskarepublika.net,,20,18,1,8.5,2,14,8.5,2,14,0,0,0,0,0,0,0,0,0,2,-1,1
//hotspot.cz,hotspot.cz,,12,10,1,4.5,2,7,4.5,2,7,0,0,0,0,0,0,0,0,0,2,24971,1
//gmcjjh.org/DHL,gmcjjh.org,/DHL,16,10,1,4.0,3,6,4.5,2,6,3.0,1,3,0,0,0,0,0,0,3,17447,1
//nerez-schodiste-zabradli.com,nerez-schodiste-zabradli.com,,30,28,1,6.25,4,9,6.25,4,9,0,0,0,0,0,0,0,2,0,2,-1,1
//nordiccountry.cz,nordiccountry.cz,,18,16,1,7.5,2,13,7.5,2,13,0,0,0,0,0,0,0,0,0,2,43541,1
//nowina.info,nowina.info,,13,11,1,5.0,2,6,5.0,2,6,0,0,0,0,0,0,0,0,0,2,25036,1
//obada-konstruktiwa.org,obada-konstruktiwa.org,,24,22,1,6.666666666666667,3,12,6.666666666666667,3,12,0,0,0,0,0,0,0,1,0,2,15003,1
//otylkaaotesanek.cz,otylkaaotesanek.cz,,20,18,1,8.5,2,15,8.5,2,15,0,0,0,0,0,0,0,0,0,2,24806,1
//pb-webdesign.net,pb-webdesign.net,,18,16,1,4.666666666666667,3,9,4.666666666666667,3,9,0,0,0,0,0,0,0,1,0,2,26496,1
//pension-helene.cz,pension-helene.cz,,19,17,1,5.0,3,7,5.0,3,7,0,0,0,0,0,0,0,1,0,2,39392,1
//podzemi.myotis.info,podzemi.myotis.info,,21,19,2,5.666666666666667,3,7,5.666666666666667,3,7,0,0,0,0,0,0,0,0,0,2,43541,1
//smrcek.com,smrcek.com,,12,10,1,4.5,2,6,4.5,2,6,0,0,0,0,0,0,0,0,0,2,43541,1
//spekband.com,spekband.com,,14,12,1,5.5,2,8,5.5,2,8,0,0,0,0,0,0,0,0,0,2,43541,1
//m2132.ehgaugysd.net/zyso.cgi?18,m2132.ehgaugysd.net,/zyso.cgi,33,19,3,4.333333333333333,6,9,5.666666666666667,3,9,3.5,2,4,0,0,0,1,0,0,3,-1,1
//webcom-software.ws/links/?153646e8b0a88,webcom-software.ws,/links/,41,18,1,6.8,5,13,5.333333333333333,3,8,5.0,1,5,0,0,0,1,1,0,4,3561,1
//worldgymperu.com,worldgymperu.com,,18,16,1,7.5,2,12,7.5,2,12,0,0,0,0,0,0,0,0,0,2,-1,1
//zgsysz.com,zgsysz.com,,12,10,1,4.5,2,6,4.5,2,6,0,0,0,0,0,0,0,0,0,2,14618,1
//oknarai.ru,oknarai.ru,,12,10,1,4.5,2,7,4.5,2,7,0,0,0,0,0,0,0,0,0,2,50245,1
//realinnovation.com/css/menu.js,realinnovation.com,/css/menu.js,32,18,2,5.2,5,14,8.5,2,14,3.0,3,4,0,0,0,0,0,0,4,19324,1
//hardcorepornparty.com,hardcorepornparty.com,,23,21,1,10.0,2,17,10.0,2,17,0,0,0,0,0,0,0,0,0,2,-1,1
//zous.szm.sk,zous.szm.sk,,13,11,2,3.0,3,4,3.0,3,4,0,0,0,0,0,0,0,0,0,2,5578,1
//noveslovo.com,noveslovo.com,,15,13,1,6.0,2,9,6.0,2,9,0,0,0,0,0,0,0,0,0,2,-1,1
//dimsnetwork.com,dimsnetwork.com,,17,15,1,7.0,2,11,7.0,2,11,0,0,0,0,0,0,0,0,0,2,18779,1
//luckyblank.info,luckyblank.info,,17,15,1,7.0,2,10,7.0,2,10,0,0,0,0,0,0,0,0,0,2,8100,1
//luckyclean.info,luckyclean.info,,17,15,1,7.0,2,10,7.0,2,10,0,0,0,0,0,0,0,0,0,2,-1,1
//luckyclear.info,luckyclear.info,,17,15,1,7.0,2,10,7.0,2,10,0,0,0,0,0,0,0,0,0,2,30496,1
//luckyeffect.info,luckyeffect.info,,18,16,1,7.5,2,11,7.5,2,11,0,0,0,0,0,0,0,0,0,2,-1,1
//luckyhalo.info,luckyhalo.info,,16,14,1,6.5,2,9,6.5,2,9,0,0,0,0,0,0,0,0,0,2,20473,1
//luckypure.info,luckypure.info,,16,14,1,6.5,2,9,6.5,2,9,0,0,0,0,0,0,0,0,0,2,-1,1
//luckyshine.info,luckyshine.info,,17,15,1,7.0,2,10,7.0,2,10,0,0,0,0,0,0,0,0,0,2,-1,1
//luckysuccess.info,luckysuccess.info,,19,17,1,8.0,2,12,8.0,2,12,0,0,0,0,0,0,0,0,0,2,26347,1
//luckysure.info,luckysure.info,,16,14,1,6.5,2,9,6.5,2,9,0,0,0,0,0,0,0,0,0,2,-1,1
//luckytidy.info,luckytidy.info,,16,14,1,6.5,2,9,6.5,2,9,0,0,0,0,0,0,0,0,0,2,-1,1
//nudebeachgalleries.net,nudebeachgalleries.net,,24,22,1,10.5,2,18,10.5,2,18,0,0,0,0,0,0,0,0,0,2,40034,1
//buffalogoesout.com,buffalogoesout.com,,20,18,1,8.5,2,14,8.5,2,14,0,0,0,0,0,0,0,0,0,2,40034,1
//achren.org,achren.org,,12,10,1,4.5,2,6,4.5,2,6,0,0,0,0,0,0,0,0,0,2,26496,1
//associatesexports.com,associatesexports.com,,23,21,1,10.0,2,17,10.0,2,17,0,0,0,0,0,0,0,0,0,2,-1,1
//antalya.ru/links/,antalya.ru,/links/,19,10,1,4.666666666666667,3,7,4.5,2,7,5.0,1,5,0,0,0,0,0,0,4,-1,1
//conds.ru,conds.ru,,10,8,1,3.5,2,5,3.5,2,5,0,0,0,0,0,0,0,0,0,2,25532,1
//img001.com/business/qiji.exe,img001.com,/business/qiji.exe,30,10,2,4.8,5,8,4.5,2,6,5.0,3,8,0,0,0,0,0,0,4,23650,1
//unalbilgisayar.com,unalbilgisayar.com,,20,18,1,8.5,2,14,8.5,2,14,0,0,0,0,0,0,0,0,0,2,34619,1
//soundcomputers.net,soundcomputers.net,,20,18,1,8.5,2,14,8.5,2,14,0,0,0,0,0,0,0,0,0,2,-1,1
//t-sb.net,t-sb.net,,10,8,1,2.0,3,3,2.0,3,3,0,0,0,0,0,0,0,1,0,2,-1,1
//hanulsms.com,hanulsms.com,,14,12,1,5.5,2,8,5.5,2,8,0,0,0,0,0,0,0,0,0,2,3786,1
//semengineers.com,semengineers.com,,18,16,1,7.5,2,12,7.5,2,12,0,0,0,0,0,0,0,0,0,2,27413,1
//srslogisticts.com,srslogisticts.com,,19,17,1,8.0,2,13,8.0,2,13,0,0,0,0,0,0,0,0,0,2,-1,1
//tendersource.com,tendersource.com,,18,16,1,7.5,2,12,7.5,2,12,0,0,0,0,0,0,0,0,0,2,14618,1
//traff1.com/in.cgi?5,traff1.com,/in.cgi,21,10,2,3.0,5,6,4.5,2,6,2.5,2,3,0,0,0,1,0,0,3,16265,1
//web-olymp.ru,web-olymp.ru,,14,12,1,3.3333333333333335,3,5,3.3333333333333335,3,5,0,0,0,0,0,0,0,1,0,2,-1,1
//oprahsearch.com/scripts/net19.exe,oprahsearch.com,/scripts/net19.exe,35,15,2,5.8,5,11,7.0,2,11,5.0,3,7,0,0,0,0,0,0,4,22611,1
//oprahsearch.com/scripts/brez251.exe,oprahsearch.com,/scripts/brez251.exe,37,15,2,6.2,5,11,7.0,2,11,5.666666666666667,3,7,0,0,0,0,0,0,4,22611,1
//rl8vd.kikul.com/ci7ka5t2ue,rl8vd.kikul.com,/ci7ka5t2ue,28,15,2,5.75,4,10,4.333333333333333,3,5,10.0,1,10,0,0,0,0,0,0,3,-1,1
//sbnc.hak.su/spread.txt,sbnc.hak.su,/spread.txt,24,11,3,3.6,5,6,3.0,3,4,4.5,2,6,0,0,0,0,0,0,3,43362,1
//somnoy.com,somnoy.com,,12,10,1,4.5,2,6,4.5,2,6,0,0,0,0,0,0,0,0,0,2,-1,1
//incoctel.cl/8RHFBgK4.php?html=27,incoctel.cl,/8RHFBgK4.php,34,11,2,4.5,6,8,5.0,2,8,5.5,2,8,0,0,0,2,0,0,3,52368,1
//incoctel.cl/8RHFBgK4.php?id=23694557,incoctel.cl,/8RHFBgK4.php,38,11,2,5.166666666666667,6,8,5.0,2,8,5.5,2,8,0,0,0,2,0,0,3,52368,1
//westlifego.com/js/jquery-1.3.2.min.js,westlifego.com,/js/jquery-1.3.2.min.js,39,14,5,3.2222222222222223,9,10,6.5,2,10,2.2857142857142856,7,6,0,0,0,0,1,0,4,-1,1
//westlifego.com,westlifego.com,,16,14,1,6.5,2,10,6.5,2,10,0,0,0,0,0,0,0,0,0,2,-1,1
//nadegda-95.ru,nadegda-95.ru,,15,13,1,3.6666666666666665,3,7,3.6666666666666665,3,7,0,0,0,0,0,0,0,1,0,2,60251,1
//romsigmed.ro,romsigmed.ro,,14,12,1,5.5,2,9,5.5,2,9,0,0,0,0,0,0,0,0,0,2,-1,1
//spatsz.com,spatsz.com,,12,10,1,4.5,2,6,4.5,2,6,0,0,0,0,0,0,0,0,0,2,15244,1
//svetyivanrilski.com,svetyivanrilski.com,,21,19,1,9.0,2,15,9.0,2,15,0,0,0,0,0,0,0,0,0,2,13147,1
//titon.info,titon.info,,12,10,1,4.5,2,5,4.5,2,5,0,0,0,0,0,0,0,0,0,2,-1,1
//tophostbg.net,tophostbg.net,,15,13,1,6.0,2,9,6.0,2,9,0,0,0,0,0,0,0,0,0,2,13147,1
//vivaweb.org,vivaweb.org,,13,11,1,5.0,2,7,5.0,2,7,0,0,0,0,0,0,0,0,0,2,49699,1
//vocational-training.us,vocational-training.us,,24,22,1,6.666666666666667,3,10,6.666666666666667,3,10,0,0,0,0,0,0,0,1,0,2,25878,1
//warco.pl,warco.pl,,10,8,1,3.5,2,5,3.5,2,5,0,0,0,0,0,0,0,0,0,2,24806,1
//bde.be,bde.be,,8,6,1,2.5,2,3,2.5,2,3,0,0,0,0,0,0,0,0,0,2,-1,1
//pwvita.pl,pwvita.pl,,11,9,1,4.0,2,6,4.0,2,6,0,0,0,0,0,0,0,0,0,2,198414,1
//roks.ua,roks.ua,,9,7,1,3.0,2,4,3.0,2,4,0,0,0,0,0,0,0,0,0,2,-1,1
//skgroup.kiev.ua,skgroup.kiev.ua,,17,15,2,4.333333333333333,3,7,4.333333333333333,3,7,0,0,0,0,0,0,0,0,0,2,-1,1
//tecnocuer.com,tecnocuer.com,,15,13,1,6.0,2,9,6.0,2,9,0,0,0,0,0,0,0,0,0,2,-1,1
//tk-gregoric.si,tk-gregoric.si,,16,14,1,4.0,3,8,4.0,3,8,0,0,0,0,0,0,0,1,0,2,43128,1
//tomalinoalambres.com.ar,tomalinoalambres.com.ar,,25,23,2,7.0,3,16,7.0,3,16,0,0,0,0,0,0,0,0,0,2,-1,1
//vipdn123.blackapplehost.com,vipdn123.blackapplehost.com,,29,27,2,8.333333333333334,3,14,8.333333333333334,3,14,0,0,0,0,0,0,0,0,0,2,46945,1
//womenslabour.org,womenslabour.org,,18,16,1,7.5,2,12,7.5,2,12,0,0,0,0,0,0,0,0,0,2,-1,1
//wroclawski.com.pl,wroclawski.com.pl,,19,17,2,5.0,3,10,5.0,3,10,0,0,0,0,0,0,0,0,0,2,12824,1
//xoomer.alice.it/email02/bom.jpg,xoomer.alice.it,/email02/bom.jpg,33,15,3,4.333333333333333,6,7,4.333333333333333,3,6,4.333333333333333,3,7,0,0,0,0,0,0,4,-1,1
//propan.ru/forum/downloads.php,propan.ru,/forum/downloads.php,31,9,2,5.0,5,9,4.0,2,6,5.666666666666667,3,9,0,0,0,0,0,0,4,9123,1
//firehouse651.com/gallery/images/copyright.txt,firehouse651.com,/gallery/images/copyright.txt,47,16,2,6.666666666666667,6,12,7.5,2,12,6.25,4,9,0,0,0,0,0,0,5,-1,1
//freewebtown.com/atakus/Nokia/BotNetNew.txt,freewebtown.com,/atakus/Nokia/BotNetNew.txt,44,15,2,6.166666666666667,6,11,7.0,2,11,5.75,4,9,0,0,0,0,0,0,5,36820,1
//webcashmaker.com/v2/members/trade_traffic.php,webcashmaker.com,/v2/members/trade_traffic.php,47,16,2,6.666666666666667,6,13,7.5,2,12,6.25,4,13,0,0,0,1,0,0,5,27257,1
//stormpages.com/script/PHP.txt,stormpages.com,/script/PHP.txt,31,14,2,5.0,5,10,6.5,2,10,4.0,3,6,0,0,0,0,0,0,4,11071,1
//stormpages.com/master/psy.txt,stormpages.com,/master/psy.txt,31,14,2,5.0,5,10,6.5,2,10,4.0,3,6,0,0,0,0,0,0,4,11071,1
//stormpages.com/master/ping.txt,stormpages.com,/master/ping.txt,32,14,2,5.2,5,10,6.5,2,10,4.333333333333333,3,6,0,0,0,0,0,0,4,11071,1
//stormpages.com/diantara/BOT.txt,stormpages.com,/diantara/BOT.txt,33,14,2,5.4,5,10,6.5,2,10,4.666666666666667,3,8,0,0,0,0,0,0,4,11071,1
//spykit.110mb.com/tools/id.txt,spykit.110mb.com,/tools/id.txt,31,16,3,4.0,6,6,4.666666666666667,3,6,3.3333333333333335,3,5,0,0,0,0,0,0,4,-1,1
//sentrol.cl/components/kampret.jpg,sentrol.cl,/components/kampret.jpg,35,10,2,5.8,5,10,4.5,2,7,6.666666666666667,3,10,0,0,0,0,0,0,4,14259,1
//kjbbc.net/bbs/data/gallery/1207290228/inbox.txt,kjbbc.net,/bbs/data/gallery/1207290228/inbox.txt,49,9,2,5.0,8,10,4.0,2,5,5.333333333333333,6,10,0,0,0,0,0,0,7,9318,1
//stormpages.com/ariefdream/nidec.txt,stormpages.com,/ariefdream/nidec.txt,37,14,2,6.2,5,10,6.5,2,10,6.0,3,10,0,0,0,0,0,0,4,11071,1
//stormpages.com/blewah/bot.txt,stormpages.com,/blewah/bot.txt,31,14,2,5.0,5,10,6.5,2,10,4.0,3,6,0,0,0,0,0,0,4,11071,1
//stormpages.com/hasheo/mil.txt,stormpages.com,/hasheo/mil.txt,31,14,2,5.0,5,10,6.5,2,10,4.0,3,6,0,0,0,0,0,0,4,11071,1
//stormpages.com/hasheo/naoky.txt,stormpages.com,/hasheo/naoky.txt,33,14,2,5.4,5,10,6.5,2,10,4.666666666666667,3,6,0,0,0,0,0,0,4,11071,1
//stormpages.com/hasheo/ros.txt,stormpages.com,/hasheo/ros.txt,31,14,2,5.0,5,10,6.5,2,10,4.0,3,6,0,0,0,0,0,0,4,11071,1
//stormpages.com/master/VoLcoM_04.txt,stormpages.com,/master/VoLcoM_04.txt,37,14,2,6.2,5,10,6.5,2,10,6.0,3,9,0,0,0,1,0,0,4,11071,1
//stormpages.com/p38r1/aku.txt,stormpages.com,/p38r1/aku.txt,30,14,2,4.8,5,10,6.5,2,10,3.6666666666666665,3,5,0,0,0,0,0,0,4,11071,1
//stormpages.com/script/PHP.txt,stormpages.com,/script/PHP.txt,31,14,2,5.0,5,10,6.5,2,10,4.0,3,6,0,0,0,0,0,0,4,11071,1
//stormpages.com/script/ping.txt,stormpages.com,/script/ping.txt,32,14,2,5.2,5,10,6.5,2,10,4.333333333333333,3,6,0,0,0,0,0,0,4,11071,1
//torgi.kz/help/id2.txt,torgi.kz,/help/id2.txt,23,8,2,3.4,5,5,3.5,2,5,3.3333333333333335,3,4,0,0,0,0,0,0,4,3327,1
//torgi.kz/help/idxx.txt,torgi.kz,/help/idxx.txt,24,8,2,3.6,5,5,3.5,2,5,3.6666666666666665,3,4,0,0,0,0,0,0,4,3327,1
//uriyuri.com/bbs/skin/zero_vote/1.txt,uriyuri.com,/bbs/skin/zero_vote/1.txt,38,11,2,4.285714285714286,7,9,5.0,2,7,4.0,5,9,0,0,0,1,0,0,6,23576,1
//usaenterprise.com/images/images.txt,usaenterprise.com,/images/images.txt,37,17,2,6.2,5,13,8.0,2,13,5.0,3,6,0,0,0,0,0,0,4,16141,1
//wigglewoo.com/portfolio/contests/contest-006.png,wigglewoo.com,/portfolio/contests/contest-006.png,50,13,2,6.0,7,9,6.0,2,9,6.0,5,9,0,0,0,0,1,0,5,34788,1
//xorgwebs.webs.com/stx.1,xorgwebs.webs.com,/stx.1,25,17,3,3.8,5,8,5.0,3,8,2.0,2,3,0,0,0,0,0,0,3,-1,1
//plengeh.wen.ru/id.txt,plengeh.wen.ru,/id.txt,23,14,3,3.4,5,7,4.0,3,7,2.5,2,3,0,0,0,0,0,0,3,44112,1
//wahyufian.zoomshare.com/files/bot.txt,wahyufian.zoomshare.com,/files/bot.txt,39,23,3,5.333333333333333,6,9,7.0,3,9,3.6666666666666665,3,5,0,0,0,0,0,0,4,7922,1
//hospedar.xpg.com.br/nome.txt,hospedar.xpg.com.br,/nome.txt,30,19,4,3.8333333333333335,6,8,4.0,4,8,3.5,2,4,0,0,0,0,0,0,3,7162,1
//dl.heima8.com/pv/dl.htm?adid=20132&sid=0211,dl.heima8.com,/pv/dl.htm,45,13,3,3.4,10,6,3.6666666666666665,3,6,2.3333333333333335,3,3,0,0,0,4,0,0,4,4134,1
//update.51edm.net/20090728/01.dll,update.51edm.net,/20090728/01.dll,34,16,3,4.5,6,8,4.666666666666667,3,6,4.333333333333333,3,8,0,0,0,0,0,0,4,-1,1
//update.51edm.net/20090728/01.kdg,update.51edm.net,/20090728/01.kdg,34,16,3,4.5,6,8,4.666666666666667,3,6,4.333333333333333,3,8,0,0,0,0,0,0,4,-1,1
//xiruz.kit.net/mola.jpg,xiruz.kit.net,/mola.jpg,24,13,3,3.6,5,5,3.6666666666666665,3,5,3.5,2,4,0,0,0,0,0,0,3,28604,1
//wfoto.front.ru/fotos.com,wfoto.front.ru,/fotos.com,26,14,3,4.0,5,5,4.0,3,5,4.0,2,5,0,0,0,0,0,0,3,-1,1
//ska.energia.cz/download/imer.up,ska.energia.cz,/download/imer.up,33,14,3,4.333333333333333,6,8,4.0,3,7,4.666666666666667,3,8,0,0,0,0,0,0,4,-1,1
//obyz.de/webproxytest.txt,obyz.de,/webproxytest.txt,26,7,2,5.25,4,12,3.0,2,4,7.5,2,12,0,0,0,0,0,0,3,34788,1
//callingcardsinstantly.com/webalizer/050709wareza/crack=17=keygen=serial.html,callingcardsinstantly.com,/webalizer/050709wareza/crack=17=keygen=serial.html,78,25,2,7.555555555555555,9,21,12.0,2,21,6.285714285714286,7,12,0,0,0,3,0,0,5,47846,1
//dawnframing.com/webalizer/050709wareza/crack=17=keygen=serial.html,dawnframing.com,/webalizer/050709wareza/crack=17=keygen=serial.html,68,15,2,6.444444444444445,9,12,7.0,2,11,6.285714285714286,7,12,0,0,0,3,0,0,5,52284,1
//free-crochet-pattern.com/webalizer/050709wareza/crack=17=keygen=serial.html,free-crochet-pattern.com,/webalizer/050709wareza/crack=17=keygen=serial.html,77,24,2,5.909090909090909,11,12,5.25,4,7,6.285714285714286,7,12,0,0,0,3,2,0,5,47846,1
//js.tongji.linezing.com/1189582/tongji.js,js.tongji.linezing.com,/1189582/tongji.js,42,22,4,4.857142857142857,7,8,4.75,4,8,5.0,3,7,0,0,0,0,0,0,4,-1,1
//oiluk.net/cache/cache_94afbfb2f291e0bf253fcf222e9d238e_180836f9b956ab9d91a50f9add968699,oiluk.net,/cache/cache_94afbfb2f291e0bf253fcf222e9d238e_180836f9b956ab9d91a50f9add968699,89,9,1,21.0,4,71,4.0,2,5,38.0,2,71,0,0,0,2,0,0,4,47625,1
//adgallery.whitehousedrugpolicy.gov/members/Miley-Cyrus-Nude/default.aspx,adgallery.whitehousedrugpolicy.gov,/members/Miley-Cyrus-Nude/default.aspx,74,34,3,7.111111111111111,9,20,10.666666666666666,3,20,5.333333333333333,6,7,0,0,0,0,2,0,5,-1,1
//vvvic.com,vvvic.com,,11,9,1,4.0,2,5,4.0,2,5,0,0,0,0,0,0,0,0,0,2,55592,1
//sportsulsan.co.kr/poll/aipi/id.txt,sportsulsan.co.kr,/poll/aipi/id.txt,36,17,3,4.0,7,11,5.0,3,11,3.25,4,4,0,0,0,0,0,0,5,-1,1
//papamamandoudouetmoi.com,papamamandoudouetmoi.com,,26,24,1,11.5,2,20,11.5,2,20,0,0,0,0,0,0,0,0,0,2,-1,1
//hst-19-33.splius.lt:8080,hst-19-33.splius.lt:8080,,26,24,2,3.1666666666666665,6,6,3.1666666666666665,6,6,0,0,0,0,0,0,0,2,0,2,-1,1
//tabex.sopharma.bg:8080,tabex.sopharma.bg:8080,,24,22,2,4.75,4,8,4.75,4,8,0,0,0,0,0,0,0,0,0,2,-1,1
//professionalblackbook.com/,professionalblackbook.com,/,28,25,1,12.0,2,21,12.0,2,21,0,0,0,0,0,0,0,0,0,3,-1,1
//0koryu0.easter.ne.jp,0koryu0.easter.ne.jp,,22,20,3,4.25,4,7,4.25,4,7,0,0,0,0,0,0,0,0,0,2,46894,1
//whitesports.co.kr,whitesports.co.kr,,19,17,2,5.0,3,11,5.0,3,11,0,0,0,0,0,0,0,0,0,2,3786,1
//typeofmarijuana.com/,typeofmarijuana.com,/,22,19,1,9.0,2,15,9.0,2,15,0,0,0,0,0,0,0,0,0,3,32244,1
//trafficgrowth.com/,trafficgrowth.com,/,20,17,1,8.0,2,13,8.0,2,13,0,0,0,0,0,0,0,0,0,3,-1,1
//thcvaporizer.com/,thcvaporizer.com,/,19,16,1,7.5,2,12,7.5,2,12,0,0,0,0,0,0,0,0,0,3,32244,1
//roorbong.com/,roorbong.com,/,15,12,1,5.5,2,8,5.5,2,8,0,0,0,0,0,0,0,0,0,3,14618,1
//thcextractor.com/,thcextractor.com,/,19,16,1,7.5,2,12,7.5,2,12,0,0,0,0,0,0,0,0,0,3,32244,1
//purethc.com/,purethc.com,/,14,11,1,5.0,2,7,5.0,2,7,0,0,0,0,0,0,0,0,0,3,16276,1
//potvaporizer.com/,potvaporizer.com,/,19,16,1,7.5,2,12,7.5,2,12,0,0,0,0,0,0,0,0,0,3,32244,1
//portablevaporizer.com/,portablevaporizer.com,/,24,21,1,10.0,2,17,10.0,2,17,0,0,0,0,0,0,0,0,0,3,26496,1
//cannabispicture.com/,cannabispicture.com,/,22,19,1,9.0,2,15,9.0,2,15,0,0,0,0,0,0,0,0,0,3,-1,1
//cannabislyric.com/,cannabislyric.com,/,20,17,1,8.0,2,13,8.0,2,13,0,0,0,0,0,0,0,0,0,3,26496,1
//dp-medien.eu,dp-medien.eu,,14,12,1,3.3333333333333335,3,6,3.3333333333333335,3,6,0,0,0,0,0,0,0,1,0,2,6724,1
//juedische-kammerphilharmonie.de,juedische-kammerphilharmonie.de,,33,31,1,9.666666666666666,3,18,9.666666666666666,3,18,0,0,0,0,0,0,0,1,0,2,34788,1
//utopia-muenchen.de,utopia-muenchen.de,,20,18,1,5.333333333333333,3,8,5.333333333333333,3,8,0,0,0,0,0,0,0,1,0,2,-1,1
//vernoblisk.com,vernoblisk.com,,16,14,1,6.5,2,10,6.5,2,10,0,0,0,0,0,0,0,0,0,2,-1,1
//vural-electronic.com,vural-electronic.com,,22,20,1,6.0,3,10,6.0,3,10,0,0,0,0,0,0,0,1,0,2,6724,1
